
Host: node22

Timers On : Tue Jan 17 10:36:07 2023
Timers Off: Tue Jan 17 10:52:44 2023

Wall Time:      997.25 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| JKGrad: Amnx                      :   3634.617u     58.533s    183.546w     36 calls
| | Libint2ERI::Libint2ERI          :    234.833u      8.033s     28.256w     36 calls
Grad: XC                            :      0.000u      0.000s      0.000w     36 calls

**************************************************************************************

Host: chesdens.d3.icgm.fr

Timers On : Tue Jan 17 16:10:28 2023
Timers Off: Tue Jan 17 16:11:58 2023

Wall Time:       90.31 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      1.150u      0.033s      0.704w      2 calls
Libint2ERI::Libint2ERI              :     10.083u      0.733s      1.032w     44 calls
DFH: initialize()                   :    296.433u    122.733s     15.113w      2 calls
DFH: AO Construction                :     35.183u      0.467s      1.088w      2 calls
DFH: AO-Met. Contraction            :    184.883u    117.717s      9.681w      2 calls
HF: Form core H                     :      7.667u      0.217s      0.245w      2 calls
HF: Form S/X                        :      2.483u      0.150s      0.082w      2 calls
HF: Guess                           :     17.100u      1.550s      0.577w      2 calls
SAD Guess                           :     16.817u      1.533s      0.568w      2 calls
HF: Form G                          :    484.833u     16.183s     18.246w     22 calls
JK: D                               :      0.200u      0.033s      0.009w     22 calls
JK: USO2AO                          :      0.050u      0.000s      0.000w     22 calls
JK: JK                              :    484.200u     16.150s     18.224w     22 calls
DFH: compute_JK()                   :    484.033u     16.117s     18.216w     22 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     22 calls
DFH: compute_J                      :     34.483u      0.150s      1.068w     22 calls
DFH: compute_K                      :    360.500u      7.633s     13.838w     22 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     22 calls
HF: Form F                          :      0.450u      0.050s      0.017w     22 calls
HF: Form D                          :      0.250u      0.000s      0.008w     22 calls
HF: DIIS                            :     15.033u      1.383s      0.506w     20 calls
HF: Form C                          :     23.317u      1.517s      0.761w     20 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      1.150u      0.033s      0.704w      2 calls
| Libint2ERI::Libint2ERI            :      0.750u      0.033s      0.455w      2 calls
DFH: initialize()                   :    296.433u    122.733s     15.113w      2 calls
| Libint2ERI::Libint2ERI            :      9.333u      0.700s      0.577w     42 calls
| DFH: AO Construction              :     35.183u      0.467s      1.088w      2 calls
| DFH: AO-Met. Contraction          :    184.883u    117.717s      9.681w      2 calls
HF: Form core H                     :      7.667u      0.217s      0.245w      2 calls
HF: Form S/X                        :      2.483u      0.150s      0.082w      2 calls
HF: Guess                           :     17.100u      1.550s      0.577w      2 calls
| SAD Guess                         :     16.817u      1.533s      0.568w      2 calls
HF: Form G                          :    484.833u     16.183s     18.246w     22 calls
| JK: D                             :      0.200u      0.033s      0.009w     22 calls
| JK: USO2AO                        :      0.050u      0.000s      0.000w     22 calls
| JK: JK                            :    484.200u     16.150s     18.224w     22 calls
| | DFH: compute_JK()               :    484.033u     16.117s     18.216w     22 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     22 calls
| | | DFH: compute_J                :     34.483u      0.150s      1.068w     22 calls
| | | DFH: compute_K                :    360.500u      7.633s     13.838w     22 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     22 calls
HF: Form F                          :      0.450u      0.050s      0.017w     22 calls
HF: Form D                          :      0.250u      0.000s      0.008w     22 calls
HF: DIIS                            :     15.033u      1.383s      0.506w     20 calls
HF: Form C                          :     23.317u      1.517s      0.761w     20 calls

**************************************************************************************

Host: chesdens.d3.icgm.fr

Timers On : Tue Jan 17 18:06:04 2023
Timers Off: Tue Jan 17 18:23:36 2023

Wall Time:     1051.76 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************
